release_year,rank_in_year,imdb_rating,mpaa_rating,film_title,film_budget,length_in_min,domestic_distributor,worldwide_gross,domestic_gross,genre_1,genre_2,genre_3,ROI,ROI_ratio,decade,decade_label,budget_category
2006,6,7.1,G,Cars,120000000.0,117,Walt Disney ,461983149.0,244082982.0,Animation,Comedy,Family,3.849859575,3.849859575,2000,2000s,Alto (100-200M)
2006,7,6.7,PG-13,X-Men: The Last Stand,210000000.0,104,Twentieth Century Fox,460435291.0,234362462.0,Action,Sci-Fi,None,2.1925490047619047,2.1925490047619047,2000,2000s,Muy Alto (>200M)
2006,8,6.9,PG-13,Mission: Impossible III,150000000.0,126,Paramount Pictures,398479497.0,134029801.0,Action,Adventure,Thriller,2.65652998,2.65652998,2000,2000s,Alto (100-200M)
2006,9,6.0,PG-13,Superman Returns,270000000.0,154,Warner Bros.,391081192.0,200081192.0,Action,Sci-Fi,None,1.4484488592592593,1.4484488592592593,2000,2000s,Muy Alto (>200M)
2006,10,6.4,PG,Happy Feet,100000000.0,108,Warner Bros.,384335608.0,198000317.0,Animation,Adventure,Comedy,3.84335608,3.84335608,2000,2000s,Medio (50-100M)
2005,1,7.7,PG-13,Harry Potter and the Goblet of Fire,150000000.0,157,Warner Bros.,895921036.0,290013036.0,Adventure,Family,Fantasy,5.9728069066666665,5.9728069066666665,2000,2000s,Alto (100-200M)
2005,2,7.5,PG-13,Star Wars: Episode III - Revenge of the Sith,113000000.0,140,Twentieth Century Fox,868352530.0,380270577.0,Action,Adventure,Fantasy,7.684535663716814,7.684535663716814,2000,2000s,Alto (100-200M)
2005,3,6.9,PG,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,143,Walt Disney ,745013115.0,291710957.0,Adventure,Family,Fantasy,4.13896175,4.13896175,2000,2000s,Alto (100-200M)
2005,4,6.5,PG-13,War of the Worlds,132000000.0,116,Paramount Pictures,603873119.0,234280354.0,Adventure,Sci-Fi,Thriller,4.574796356060606,4.574796356060606,2000,2000s,Alto (100-200M)
2005,5,7.2,PG-13,King Kong,207000000.0,187,Universal Pictures,562363449.0,218080025.0,Action,Adventure,Drama,2.716731637681159,2.716731637681159,2000,2000s,Muy Alto (>200M)
2005,6,6.9,PG,Madagascar,75000000.0,86,DreamWorks,542063846.0,193595521.0,Animation,Adventure,Comedy,7.227517946666667,7.227517946666667,2000,2000s,Medio (50-100M)
2005,7,6.5,PG-13,Mr. & Mrs. Smith,110000000.0,120,Twentieth Century Fox,487287646.0,186336279.0,Action,Comedy,Crime,4.429887690909091,4.429887690909091,2000,2000s,Alto (100-200M)
2005,8,6.6,PG,Charlie and the Chocolate Factory,150000000.0,115,Warner Bros.,474968763.0,206459076.0,Adventure,Comedy,Family,3.16645842,3.16645842,2000,2000s,Alto (100-200M)
2005,9,8.2,PG-13,Batman Begins,150000000.0,140,Warner Bros.,371853783.0,205343774.0,Action,Adventure,Fantasy,2.47902522,2.47902522,2000,2000s,Alto (100-200M)
2005,10,6.6,PG-13,Hitch,70000000.0,118,Sony Pictures,371594210.0,179495555.0,Comedy,Romance,None,5.308488714285715,5.308488714285715,2000,2000s,Medio (50-100M)
2004,1,7.2,PG,Shrek 2,150000000.0,93,DreamWorks,928760770.0,441226247.0,Animation,Adventure,Comedy,6.191738466666667,6.191738466666667,2000,2000s,Alto (100-200M)
2004,2,7.9,PG,Harry Potter and the Prisoner of Azkaban,130000000.0,142,Warner Bros.,795634069.0,249541069.0,Adventure,Family,Fantasy,6.120262069230769,6.120262069230769,2000,2000s,Alto (100-200M)
2004,3,7.3,PG-13,Spider-Man 2,200000000.0,127,Sony Pictures,788976453.0,373585825.0,Action,Adventure,Sci-Fi,3.944882265,3.944882265,2000,2000s,Alto (100-200M)
2004,4,8.0,PG,The Incredibles,92000000.0,115,Walt Disney ,631442092.0,261441092.0,Animation,Action,Adventure,6.863501,6.863501,2000,2000s,Medio (50-100M)
2004,5,7.1,R,The Passion of the Christ,30000000.0,127,Icon Productions,611486736.0,370274604.0,Drama,None,None,20.3828912,20.3828912,2000,2000s,Bajo (<50M)
2004,6,6.4,PG-13,The Day After Tomorrow,125000000.0,124,Twentieth Century Fox,552639571.0,186740799.0,Action,Adventure,Sci-Fi,4.421116568,4.421116568,2000,2000s,Alto (100-200M)
2004,7,6.3,PG-13,Meet the Fockers,80000000.0,115,Universal Pictures,522657936.0,279261160.0,Comedy,romance,None,6.5332242,6.5332242,2000,2000s,Medio (50-100M)
2004,8,7.2,R,Troy,175000000.0,163,Warner Bros.,497409852.0,133378256.0,Drama,History,None,2.8423420114285713,2.8423420114285713,2000,2000s,Alto (100-200M)
2004,9,6.0,PG,Shark Tale,75000000.0,90,DreamWorks,374583879.0,160861908.0,Animation,Adventure,Comedy,4.99445172,4.99445172,2000,2000s,Medio (50-100M)
2004,10,6.5,PG-13,Ocean's Twelve,110000000.0,125,Warner Bros.,362744280.0,125544280.0,Crime,Thriller,None,3.2976752727272727,3.2976752727272727,2000,2000s,Alto (100-200M)
2003,1,8.9,PG-13,The Lord of the Rings: The Return of the King,94000000.0,201,New Line Cinema,1140682011.0,377027325.0,Adventure,Drama,Fantasy,12.134915010638299,12.134915010638299,2000,2000s,Medio (50-100M)
2003,2,8.1,G,Finding Nemo,94000000.0,100,Walt Disney ,871014978.0,339714978.0,Animation,Adventure,Comedy,9.266116787234042,9.266116787234042,2000,2000s,Medio (50-100M)
2003,3,7.2,R,The Matrix Reloaded,150000000.0,138,Warner Bros.,739412035.0,281576461.0,Action,Sci-Fi,None,4.929413566666667,4.929413566666667,2000,2000s,Alto (100-200M)
2003,4,8.0,PG-13,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,143,Walt Disney ,654264015.0,305413918.0,Action,Adventure,Fantasy,4.673314392857143,4.673314392857143,2000,2000s,Alto (100-200M)
2003,5,6.7,PG-13,Bruce Almighty,81000000.0,101,Universal Pictures,484592874.0,242829261.0,Comedy,Drama,Fantasy,5.982628074074074,5.982628074074074,2000,2000s,Medio (50-100M)
2003,6,7.7,R,The Last Samurai,140000000.0,154,Warner Bros.,454627263.0,111127263.0,Action,Drama,War,3.247337592857143,3.247337592857143,2000,2000s,Alto (100-200M)
2003,7,6.3,R,Terminator 3: Rise of the Machines,200000000.0,109,Warner Bros.,433371112.0,150371112.0,Action,Sci-Fi,None,2.16685556,2.16685556,2000,2000s,Alto (100-200M)
2003,8,6.7,R,The Matrix Revolutions,150000000.0,129,Warner Bros.,427343298.0,139313948.0,Action,Sci-Fi,None,2.84895532,2.84895532,2000,2000s,Alto (100-200M)
2003,9,7.4,PG-13,X2: X-Men United,110000000.0,134,Twentieth Century Fox,407711549.0,214949694.0,Action,Sci-Fi,Thriller,3.706468627272727,3.706468627272727,2000,2000s,Alto (100-200M)
2003,10,6.6,R,Bad Boys II,130000000.0,147,Sony Pictures,273339556.0,138608444.0,Action,Comedy,Crime,2.1026119692307694,2.1026119692307694,2000,2000s,Alto (100-200M)
2002,1,8.7,PG-13,The Lord of the Rings: The Two Towers,94000000.0,179,New Line Cinema,936689735.0,339789881.0,Adventure,Drama,Fantasy,9.964784414893616,9.964784414893616,2000,2000s,Medio (50-100M)
2002,2,7.4,PG,Harry Potter and the Chamber of Secrets,100000000.0,161,Warner Bros.,878979634.0,261988482.0,Adventure,Family,Fantasy,8.78979634,8.78979634,2000,2000s,Medio (50-100M)
2002,3,7.3,PG-13,Spider-Man,139000000.0,121,Sony Pictures,821708551.0,403706375.0,Action,Adventure,Sci-Fi,5.911572309352518,5.911572309352518,2000,2000s,Alto (100-200M)
2002,4,6.5,PG,Star Wars: Episode II - Attack of the Clones,115000000.0,142,Twentieth Century Fox,645256452.0,302191252.0,Action,Adventure,Fantasy,5.610925669565217,5.610925669565217,2000,2000s,Alto (100-200M)
2002,5,6.2,PG-13,Men in Black II,140000000.0,88,Sony Pictures,441818803.0,190418803.0,Action,Adventure,Comedy,3.1558485928571427,3.1558485928571427,2000,2000s,Alto (100-200M)
2002,6,6.1,PG-13,Die Another Day,142000000.0,133,Metro-Goldwyn-Mayer,431971116.0,160942139.0,Action,Adventure,Thriller,3.042050112676056,3.042050112676056,2000,2000s,Alto (100-200M)
2002,7,6.7,PG-13,Signs,72000000.0,106,Walt Disney ,408247917.0,227966634.0,Drama,Mystery,Sci-Fi,5.670109958333334,5.670109958333334,2000,2000s,Medio (50-100M)
2002,8,7.5,PG,Ice Age,59000000.0,81,Twentieth Century Fox,383257136.0,176387405.0,Animation,Adventure,Comedy,6.495883661016949,6.495883661016949,2000,2000s,Medio (50-100M)
2002,9,6.5,PG,My Big Fat Greek Wedding,5000000.0,95,IFC Films,368744044.0,241438208.0,Comedy,Drama,Romance,73.7488088,73.7488088,2000,2000s,Bajo (<50M)
2002,10,7.6,PG-13,Minority Report,102000000.0,145,Twentieth Century Fox,358372926.0,132072926.0,Action,Crime,Mystery,3.5134600588235294,3.5134600588235294,2000,2000s,Alto (100-200M)
2001,1,7.6,PG,Harry Potter and the Sorcerer's Stone,125000000.0,152,Warner Bros.,974755371.0,317575550.0,Adventure,Family,Fantasy,7.798042968,7.798042968,2000,2000s,Alto (100-200M)
2001,2,8.8,PG-13,The Lord of the Rings: The Fellowship of the Ring,93000000.0,178,New Line Cinema,883726270.0,313364114.0,Adventure,Drama,Fantasy,9.502433010752688,9.502433010752688,2000,2000s,Medio (50-100M)
2001,3,8.0,G,"Monsters, Inc.",115000000.0,92,Walt Disney ,528773250.0,255873250.0,Animation,Adventure,Comedy,4.598028260869565,4.598028260869565,2000,2000s,Alto (100-200M)
2001,4,7.8,PG,Shrek,60000000.0,90,DreamWorks,484409218.0,267665011.0,Animation,Adventure,Comedy,8.073486966666668,8.073486966666668,2000,2000s,Medio (50-100M)
2001,5,7.8,PG-13,Ocean's Eleven,85000000.0,116,Warner Bros.,450717150.0,183417150.0,Crime,Thriller,None,5.302554705882353,5.302554705882353,2000,2000s,Medio (50-100M)
2001,6,6.2,PG-13,Pearl Harbor,140000000.0,183,Walt Disney ,449220945.0,198542554.0,Action,Drama,History,3.208721035714286,3.208721035714286,2000,2000s,Alto (100-200M)
2001,7,6.3,PG-13,The Mummy Returns,98000000.0,130,Universal Pictures,433013274.0,202019785.0,Action,Adventure,Fantasy,4.418502795918367,4.418502795918367,2000,2000s,Medio (50-100M)
2001,8,5.9,PG-13,Jurassic Park III,93000000.0,92,Universal Pictures,368780809.0,181171875.0,Action,Adventure,Sci-Fi,3.9653850430107527,3.9653850430107527,2000,2000s,Medio (50-100M)
2001,9,5.7,PG-13,Planet of the Apes,100000000.0,119,Twentieth Century Fox,362211740.0,180011740.0,Action,Adventure,Sci-Fi,3.6221174,3.6221174,2000,2000s,Medio (50-100M)
2001,10,6.8,R,Hannibal,87000000.0,131,Metro-Goldwyn-Mayer,351692268.0,165092268.0,Crime,Drama,Thriller,4.042439862068965,4.042439862068965,2000,2000s,Medio (50-100M)
2000,1,6.1,PG-13,Mission: Impossible II,125000000.0,123,Paramount Pictures,546388105.0,215409889.0,Action,Adventure,Thriller,4.37110484,4.37110484,2000,2000s,Alto (100-200M)
2000,2,8.5,R,Gladiator,103000000.0,155,DreamWorks,460583960.0,187705427.0,Action,Adventure,Drama,4.471688932038835,4.471688932038835,2000,2000s,Alto (100-200M)
2000,3,7.8,PG-13,Cast Away,90000000.0,143,Twentieth Century Fox,429632142.0,233632142.0,Adventure,Drama,Romance,4.773690466666666,4.773690466666666,2000,2000s,Medio (50-100M)
2000,4,6.4,PG-13,What Women Want,70000000.0,127,Paramount Pictures,374111707.0,182811707.0,Comedy,Fantasy,Romance,5.344452957142857,5.344452957142857,2000,2000s,Medio (50-100M)
2000,5,6.5,PG,Dinosaur,127500000.0,82,Walt Disney ,349822765.0,137748063.0,Animation,Adventure,Family,2.7437079607843136,2.7437079607843136,2000,2000s,Alto (100-200M)
2000,6,6.1,PG,How the Grinch Stole Christmas,123000000.0,104,Universal Pictures,345141403.0,260044825.0,Comedy,Family,Fantasy,2.8060276666666666,2.8060276666666666,2000,2000s,Alto (100-200M)
2000,7,7.0,PG-13,Meet the Parents,55000000.0,108,Universal Pictures,330444045.0,166244045.0,Comedy,romance,None,6.008073545454545,6.008073545454545,2000,2000s,Medio (50-100M)
2000,8,6.4,PG-13,The Perfect Storm,140000000.0,130,Warner Bros.,328718434.0,182618434.0,Action,Adventure,Drama,2.3479888142857144,2.3479888142857144,2000,2000s,Alto (100-200M)
2000,9,7.4,PG-13,X-Men,75000000.0,104,Twentieth Century Fox,296339528.0,157299718.0,Action,Adventure,Sci-Fi,3.9511937066666665,3.9511937066666665,2000,2000s,Medio (50-100M)
2000,10,6.6,PG-13,What Lies Beneath,100000000.0,130,DreamWorks,291420351.0,155464351.0,Drama,Fantasy,Horror,2.91420351,2.91420351,2000,2000s,Medio (50-100M)
1999,1,6.5,PG,Star Wars: Episode I - The Phantom Menace,115000000.0,136,Twentieth Century Fox,924305084.0,431088295.0,Action,Adventure,Fantasy,8.037435513043478,8.037435513043478,1990,1990s,Alto (100-200M)
1999,2,8.1,PG-13,The Sixth Sense,40000000.0,107,Walt Disney ,672806292.0,293506292.0,Drama,Mystery,Thriller,16.8201573,16.8201573,1990,1990s,Bajo (<50M)
1999,3,7.9,G,Toy Story 2,90000000.0,92,Walt Disney ,487059677.0,245852179.0,Animation,Adventure,Comedy,5.411774188888889,5.411774188888889,1990,1990s,Medio (50-100M)
1999,4,8.7,R,The Matrix,63000000.0,136,Warner Bros.,463517383.0,171479930.0,Action,Sci-Fi,None,7.357418777777778,7.357418777777778,1990,1990s,Medio (50-100M)
1999,5,7.3,G,Tarzan,130000000.0,88,Walt Disney ,448191819.0,171091819.0,Animation,Adventure,Family,3.447629376923077,3.447629376923077,1990,1990s,Alto (100-200M)
1999,6,7.0,PG-13,The Mummy,80000000.0,124,Universal Pictures,415933406.0,155385488.0,Action,Adventure,Fantasy,5.199167575,5.199167575,1990,1990s,Medio (50-100M)
1999,7,7.1,PG-13,Notting Hill,42000000.0,124,Universal Pictures,363889678.0,116089678.0,Comedy,Drama,Romance,8.664039952380952,8.664039952380952,1990,1990s,Bajo (<50M)
1999,8,6.4,PG-13,The World is Not Enough,135000000.0,128,Metro-Goldwyn-Mayer,361832400.0,126943684.0,Action,Adventure,Thriller,2.68024,2.68024,1990,1990s,Alto (100-200M)
1999,9,8.3,R,American Beauty,15000000.0,122,DreamWorks,356296601.0,130096601.0,Drama,None,None,23.753106733333333,23.753106733333333,1990,1990s,Bajo (<50M)
1999,10,6.6,PG-13,Austin Powers: The Spy Who Shagged Me,33000000.0,95,New Line Cinema,312016858.0,206040086.0,Action,Adventure,Comedy,9.455056303030304,9.455056303030304,1990,1990s,Bajo (<50M)
1998,1,6.7,PG-13,Armageddon,140000000.0,151,Walt Disney ,553709788.0,201578182.0,Action,Adventure,Sci-Fi,3.955069914285714,3.955069914285714,1990,1990s,Alto (100-200M)
1998,2,8.6,R,Saving Private Ryan,70000000.0,169,DreamWorks,481840909.0,216540909.0,Drama,War,None,6.8834415571428575,6.8834415571428575,1990,1990s,Medio (50-100M)
1998,3,5.4,PG-13,Godzilla,130000000.0,139,Sony Pictures,379014294.0,136314294.0,Action,Sci-Fi,Thriller,2.9154945692307694,2.9154945692307694,1990,1990s,Alto (100-200M)
1998,4,7.1,R,There's Something About Mary,23000000.0,119,Twentieth Century Fox,369884651.0,176484651.0,Comedy,Romance,None,16.08194134782609,16.08194134782609,1990,1990s,Bajo (<50M)
1998,5,7.2,G,A Bug's Life,120000000.0,95,Walt Disney ,363258859.0,162798565.0,Animation,Adventure,Comedy,3.0271571583333334,3.0271571583333334,1990,1990s,Alto (100-200M)
1998,6,6.2,PG-13,Deep Impact,75000000.0,120,Paramount Pictures,349464664.0,140464664.0,Action,Drama,Romance,4.659528853333334,4.659528853333334,1990,1990s,Medio (50-100M)
1998,7,7.6,G,Mulan,90000000.0,88,Walt Disney ,304320254.0,120620254.0,Animation,Adventure,Family,3.3813361555555557,3.3813361555555557,1990,1990s,Medio (50-100M)
1998,8,5.4,PG-13,Doctor Dolittle,71500000.0,85,Twentieth Century Fox,294456605.0,144156605.0,Comedy,Family,Fantasy,4.1182741958041955,4.1182741958041955,1990,1990s,Medio (50-100M)
1998,9,7.1,R,Shakespeare in Love,25000000.0,123,Miramax,289317794.0,100317794.0,Comedy,Drama,History,11.57271176,11.57271176,1990,1990s,Bajo (<50M)
1998,10,6.6,R,Lethal Weapon 4,140000000.0,127,Warner Bros.,285444603.0,130444603.0,Action,Crime,Thriller,2.0388900214285712,2.0388900214285712,1990,1990s,Alto (100-200M)
1997,1,7.8,PG-13,Titanic,200000000.0,194,Paramount Pictures,1850197130.0,600788188.0,Drama,Romance,None,9.25098565,9.25098565,1990,1990s,Alto (100-200M)
1997,2,6.6,PG-13,The Lost World: Jurassic Park,73000000.0,129,Universal Pictures,618638999.0,229086679.0,Action,Adventure,Sci-Fi,8.474506835616438,8.474506835616438,1990,1990s,Medio (50-100M)
1997,3,7.3,PG-13,Men in Black,90000000.0,98,Sony Pictures,589390539.0,250690539.0,Action,Adventure,Comedy,6.548783766666666,6.548783766666666,1990,1990s,Medio (50-100M)
1997,4,6.5,PG-13,Tomorrow Never Dies,110000000.0,119,Metro-Goldwyn-Mayer,333011068.0,125304276.0,Action,Adventure,Thriller,3.0273733454545453,3.0273733454545453,1990,1990s,Alto (100-200M)
1997,5,6.5,R,Air Force One,85000000.0,124,Sony Pictures,315156409.0,172956409.0,Action,Drama,Thriller,3.7077224588235294,3.7077224588235294,1990,1990s,Medio (50-100M)
1997,6,7.7,PG-13,As Good As It Gets,50000000.0,139,Sony Pictures,314178011.0,148478011.0,Comedy,Drama,Romance,6.28356022,6.28356022,1990,1990s,Bajo (<50M)
1997,7,6.9,PG-13,Liar Liar,45000000.0,86,Universal Pictures,302710615.0,181410615.0,Comedy,Fantasy,None,6.726902555555555,6.726902555555555,1990,1990s,Bajo (<50M)
1997,8,6.3,PG-13,My Best Friend's Wedding,38000000.0,105,Sony Pictures,299288605.0,127120029.0,Comedy,Drama,Romance,7.876015921052631,7.876015921052631,1990,1990s,Bajo (<50M)
1997,9,7.7,PG-13,The Fifth Element,93000000.0,126,Sony Pictures,263920180.0,63820180.0,Action,Adventure,Sci-Fi,2.8378513978494624,2.8378513978494624,1990,1990s,Medio (50-100M)
1997,10,7.2,R,The Full Monty,3500000.0,91,Fox Searchlight Pictures,257938649.0,45950122.0,Comedy,Drama,None,73.69675685714286,73.69675685714286,1990,1990s,Bajo (<50M)
1996,1,7.0,PG-13,Independence Day,75000000.0,145,Twentieth Century Fox,817400891.0,306169268.0,Action,Adventure,Sci-Fi,10.898678546666666,10.898678546666666,1990,1990s,Medio (50-100M)
1996,2,6.4,PG-13,Twister,92000000.0,113,Warner Bros.,494471524.0,241721524.0,Action,Adventure,Thriller,5.374690478260869,5.374690478260869,1990,1990s,Medio (50-100M)
1996,3,7.1,PG-13,Mission: Impossible,80000000.0,110,Paramount Pictures,457696359.0,180981856.0,Action,Adventure,Thriller,5.7212044875,5.7212044875,1990,1990s,Medio (50-100M)
1996,4,7.4,R,The Rock,75000000.0,136,Walt Disney ,335062621.0,134069511.0,Action,Adventure,Thriller,4.467501613333333,4.467501613333333,1990,1990s,Medio (50-100M)
1996,5,6.9,G,The Hunchback of Notre Dame,100000000.0,91,Walt Disney ,325338851.0,100138851.0,Animation,Drama,Family,3.25338851,3.25338851,1990,1990s,Medio (50-100M)
1996,6,5.7,G,101 Dalmatians,75000000.0,103,Walt Disney ,320689294.0,136189294.0,Adventure,Comedy,Crime,4.275857253333333,4.275857253333333,1990,1990s,Medio (50-100M)
1996,7,6.6,R,Ransom,80000000.0,121,Walt Disney ,309492681.0,136492681.0,Action,Crime,Thriller,3.8686585125,3.8686585125,1990,1990s,Medio (50-100M)
1996,8,5.6,PG-13,The Nutty Professor,54000000.0,95,Universal Pictures,273961019.0,128814019.0,Comedy,Romance,Sci-Fi,5.0733522037037035,5.0733522037037035,1990,1990s,Medio (50-100M)
1996,9,7.3,R,Jerry Maguire,50000000.0,139,Sony Pictures,273552592.0,153952592.0,Comedy,Drama,Romance,5.47105184,5.47105184,1990,1990s,Bajo (<50M)
1996,10,6.1,R,Eraser,100000000.0,115,Warner Bros.,242295562.0,101295562.0,Action,Drama,Thriller,2.42295562,2.42295562,1990,1990s,Medio (50-100M)
1995,1,7.6,R,Die Hard with a Vengeance,90000000.0,128,Twentieth Century Fox,366101666.0,100012499.0,Action,Adventure,Thriller,4.067796288888889,4.067796288888889,1990,1990s,Medio (50-100M)
1995,2,8.3,G,Toy Story,30000000.0,81,Walt Disney ,363007140.0,191796233.0,Animation,Adventure,Comedy,12.100238,12.100238,1990,1990s,Bajo (<50M)
1995,3,7.6,PG,Apollo 13,52000000.0,140,Universal Pictures,353148882.0,172071312.0,Adventure,Drama,History,6.791324653846154,6.791324653846154,1990,1990s,Medio (50-100M)
1995,4,7.2,PG-13,GoldenEye,60000000.0,140,Metro-Goldwyn-Mayer,352194034.0,106429941.0,Action,Adventure,Thriller,5.869900566666667,5.869900566666667,1990,1990s,Medio (50-100M)
1995,5,6.7,G,Pocahontas,55000000.0,81,Walt Disney ,346079773.0,141579773.0,Animation,Adventure,Drama,6.292359509090909,6.292359509090909,1990,1990s,Medio (50-100M)
1995,6,5.4,PG-13,Batman Forever,100000000.0,121,Warner Bros.,336529144.0,184031112.0,Action,Adventure,Fantasy,3.36529144,3.36529144,1990,1990s,Medio (50-100M)
1995,7,8.6,R,Se7en,33000000.0,127,New Line Cinema,327311859.0,100125643.0,Crime,Drama,Mystery,9.918541181818181,9.918541181818181,1990,1990s,Bajo (<50M)
1995,8,6.1,PG,Casper,50000000.0,100,Universal Pictures,287928194.0,100328194.0,Comedy,Family,Fantasy,5.75856388,5.75856388,1990,1990s,Bajo (<50M)
1995,9,6.2,PG-13,Waterworld,175000000.0,135,Universal Pictures,264218220.0,88246220.0,Action,Adventure,Sci-Fi,1.5098184,1.5098184,1990,1990s,Alto (100-200M)
1995,10,7.0,PG,Jumanji,65000000.0,104,Sony Pictures,262797249.0,100475249.0,Adventure,Comedy,Family,4.0430346,4.0430346,1990,1990s,Medio (50-100M)
1994,1,8.5,G,The Lion King,45000000.0,88,Walt Disney ,763455561.0,312855561.0,Animation,Adventure,Drama,16.96567913333333,16.96567913333333,1990,1990s,Bajo (<50M)
1994,2,8.8,PG-13,Forrest Gump,55000000.0,142,Paramount Pictures,677387716.0,329694499.0,Drama,Romance,None,12.316140290909091,12.316140290909091,1990,1990s,Medio (50-100M)
1994,3,7.2,R,True Lies,115000000.0,141,Twentieth Century Fox,378882411.0,146282411.0,Action,Comedy,Thriller,3.2946296608695653,3.2946296608695653,1990,1990s,Alto (100-200M)
1994,4,6.9,PG-13,The Mask,23000000.0,101,New Line Cinema,351583407.0,119938730.0,Comedy,Crime,Fantasy,15.286235086956522,15.286235086956522,1990,1990s,Bajo (<50M)
1994,5,7.2,R,Speed,30000000.0,116,Twentieth Century Fox,350448145.0,121248145.0,Action,Adventure,Thriller,11.681604833333333,11.681604833333333,1990,1990s,Bajo (<50M)
1994,6,4.9,PG,The Flintstones,46000000.0,91,Universal Pictures,341631208.0,130531208.0,Comedy,Family,Fantasy,7.426765391304348,7.426765391304348,1990,1990s,Bajo (<50M)
1994,7,7.3,PG-13,Dumb and Dumber,17000000.0,107,New Line Cinema,247275374.0,127175374.0,Comedy,None,None,14.545610235294118,14.545610235294118,1990,1990s,Bajo (<50M)
1994,8,7.0,R,Four Weddings and a Funeral,4400000.0,117,Rank Film Distributors,245700832.0,52700832.0,Comedy,Drama,Romance,55.84109818181818,55.84109818181818,1990,1990s,Bajo (<50M)
1994,9,7.6,R,Interview with the Vampire: The Vampire Chronicles,60000000.0,123,Warner Bros.,223664608.0,105264608.0,Drama,Horror,None,3.7277434666666664,3.7277434666666664,1990,1990s,Medio (50-100M)
1994,10,6.9,PG-13,Clear and Present Danger,62000000.0,141,Paramount Pictures,215887717.0,122187717.0,Action,Crime,Drama,3.482059951612903,3.482059951612903,1990,1990s,Medio (50-100M)
1993,1,8.1,PG-13,Jurassic Park ,63000000.0,127,Universal Pictures,912667947.0,357067947.0,Action,Adventure,Sci-Fi,14.48679280952381,14.48679280952381,1990,1990s,Medio (50-100M)
1993,2,7.0,PG-13,Mrs. Doubtfire,25000000.0,125,Twentieth Century Fox,441286195.0,219195243.0,Comedy,Drama,Family,17.6514478,17.6514478,1990,1990s,Bajo (<50M)
1993,3,7.8,PG-13,The Fugitive,44000000.0,130,Warner Bros.,368875760.0,183875760.0,Action,Crime,Drama,8.38354,8.38354,1990,1990s,Bajo (<50M)
1993,4,8.9,R,Schindler's List,22000000.0,195,Universal Pictures,321306305.0,96065768.0,Biography,Drama,History,14.604832045454545,14.604832045454545,1990,1990s,Bajo (<50M)
1993,5,6.8,R,The Firm,42000000.0,154,Paramount Pictures,270248367.0,158348367.0,Drama,Mystery,Thriller,6.434484928571429,6.434484928571429,1990,1990s,Bajo (<50M)
1993,6,5.9,R,Indecent Proposal,38000000.0,117,Paramount Pictures,266614059.0,106614059.0,Drama,Romance,None,7.0161594473684215,7.0161594473684215,1990,1990s,Bajo (<50M)
1993,7,6.4,R,Cliffhanger,70000000.0,113,TriStar Pictures,255000211.0,84049211.0,Action,Adventure,Thriller,3.642860157142857,3.642860157142857,1990,1990s,Medio (50-100M)
1993,8,6.8,PG,Sleepless in Seattle,21000000.0,105,TriStar Pictures,227799884.0,126680884.0,Comedy,Drama,Romance,10.847613523809525,10.847613523809525,1990,1990s,Bajo (<50M)
1993,9,7.7,PG-13,Philadelphia,26000000.0,125,TriStar Pictures,206678440.0,77446440.0,Drama,None,None,7.949170769230769,7.949170769230769,1990,1990s,Bajo (<50M)
1993,10,6.6,PG-13,The Pelican Brief,45000000.0,141,Warner Bros.,195268056.0,100768056.0,Crime,Drama,Mystery,4.339290133333333,4.339290133333333,1990,1990s,Bajo (<50M)
1992,1,8.0,G,Aladdin,28000000.0,90,Walt Disney ,504050219.0,217350219.0,Animation,Adventure,Comedy,18.001793535714285,18.001793535714285,1990,1990s,Bajo (<50M)
1992,2,6.3,R,The Bodyguard,25000000.0,129,Warner Bros.,410945720.0,121945720.0,Action,Drama,Music,16.4378288,16.4378288,1990,1990s,Bajo (<50M)
1992,3,6.7,PG,Home Alone 2: Lost in New York ,18000000.0,120,Twentieth Century Fox,358994850.0,173585516.0,Adventure,Comedy,Crime,19.944158333333334,19.944158333333334,1990,1990s,Bajo (<50M)
1992,4,7.0,R,Basic Instinct,49000000.0,127,TriStar Pictures,352927224.0,117727224.0,Drama,Mystery,Thriller,7.202596408163266,7.202596408163266,1990,1990s,Bajo (<50M)
1992,5,6.7,R,Lethal Weapon 3,35000000.0,118,Warner Bros.,321731527.0,144731527.0,Action,Crime,Thriller,9.192329342857143,9.192329342857143,1990,1990s,Bajo (<50M)
1992,6,7.0,PG-13,Batman Returns,80000000.0,126,Warner Bros.,266822354.0,162831698.0,Action,Crime,Fantasy,3.335279425,3.335279425,1990,1990s,Medio (50-100M)
1992,7,7.7,R,A  Few Good Men,41000000.0,138,Columbia Pictures,243240178.0,141340178.0,Drama,Thriller,None,5.932687268292683,5.932687268292683,1990,1990s,Bajo (<50M)
1992,8,6.4,PG,Sister Act,31000000.0,60,Walt Disney ,231605150.0,139605150.0,Comedy,Crime,Family,7.4711338709677415,7.4711338709677415,1990,1990s,Bajo (<50M)
1992,9,7.4,R,Bram Stoker's Dracula,40000000.0,128,Columbia Pictures,215862692.0,82522790.0,Horror,None,None,5.3965673,5.3965673,1990,1990s,Bajo (<50M)
